Subject,Start Date,Start Time,End Date,End Time,Description,Location
LecB SENG301,05/20/2016,03:00 PM,05/20/2016,04:00 PM,"Software Engineering II ::  Churcher,NI", F3 Lecture Theatre
LecB SENG301,05/27/2016,03:00 PM,05/27/2016,04:00 PM,"Software Engineering II ::  Churcher,NI", F3 Lecture Theatre
LecB SENG301,06/03/2016,03:00 PM,06/03/2016,04:00 PM,"Software Engineering II :: Mathews,MM", F3 Lecture Theatre
ComA SENG302,02/26/2016,09:00 AM,02/26/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,03/04/2016,09:00 AM,03/04/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,03/11/2016,09:00 AM,03/11/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,03/18/2016,09:00 AM,03/18/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,04/01/2016,09:00 AM,04/01/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,04/08/2016,09:00 AM,04/08/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,05/06/2016,09:00 AM,05/06/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,05/13/2016,09:00 AM,05/13/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,05/20/2016,09:00 AM,05/20/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,05/27/2016,09:00 AM,05/27/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,06/03/2016,09:00 AM,06/03/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,07/15/2016,09:00 AM,07/15/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,07/22/2016,09:00 AM,07/22/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,07/29/2016,09:00 AM,07/29/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,08/05/2016,09:00 AM,08/05/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,08/12/2016,09:00 AM,08/12/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,08/19/2016,09:00 AM,08/19/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,09/09/2016,09:00 AM,09/09/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,09/16/2016,09:00 AM,09/16/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,09/23/2016,09:00 AM,09/23/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComA SENG302,09/30/2016,09:00 AM,09/30/2016,11:00 AM,"Software Engineering Group Project :: Young,TJ", Erskine 131 Lab 1
ComA SENG302,10/14/2016,09:00 AM,10/14/2016,11:00 AM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 131 Lab 1
ComB SENG302,02/26/2016,01:00 PM,02/26/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,03/04/2016,01:00 PM,03/04/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,03/11/2016,01:00 PM,03/11/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,03/18/2016,01:00 PM,03/18/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,04/01/2016,01:00 PM,04/01/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,04/08/2016,01:00 PM,04/08/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,05/06/2016,01:00 PM,05/06/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,05/13/2016,01:00 PM,05/13/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,05/20/2016,01:00 PM,05/20/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,05/27/2016,01:00 PM,05/27/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,06/03/2016,01:00 PM,06/03/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,07/15/2016,01:00 PM,07/15/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,07/22/2016,01:00 PM,07/22/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,07/29/2016,01:00 PM,07/29/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,08/05/2016,01:00 PM,08/05/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,08/12/2016,01:00 PM,08/12/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,08/19/2016,01:00 PM,08/19/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,09/09/2016,01:00 PM,09/09/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,09/16/2016,01:00 PM,09/16/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,09/23/2016,01:00 PM,09/23/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
ComB SENG302,09/30/2016,01:00 PM,09/30/2016,03:00 PM,"Software Engineering Group Project :: Young,TJ",Erskine 242
ComB SENG302,10/14/2016,01:00 PM,10/14/2016,03:00 PM,Software Engineering Group Project ::  Cosc300Tutor, Erskine 244
LecA SENG302,07/11/2016,09:00 AM,07/11/2016,11:00 AM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
LecA SENG302,07/18/2016,09:00 AM,07/18/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,07/25/2016,09:00 AM,07/25/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,08/01/2016,09:00 AM,08/01/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,08/08/2016,09:00 AM,08/08/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,08/15/2016,09:00 AM,08/15/2016,11:00 AM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
LecA SENG302,09/05/2016,09:00 AM,09/05/2016,11:00 AM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
LecA SENG302,09/12/2016,09:00 AM,09/12/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,09/19/2016,09:00 AM,09/19/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,09/26/2016,09:00 AM,09/26/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,10/03/2016,09:00 AM,10/03/2016,11:00 AM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,10/10/2016,09:00 AM,10/10/2016,11:00 AM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
LecA SENG302,02/22/2016,11:00 AM,02/22/2016,01:00 PM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
LecA SENG302,02/29/2016,11:00 AM,02/29/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,03/07/2016,11:00 AM,03/07/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,03/14/2016,11:00 AM,03/14/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,03/21/2016,11:00 AM,03/21/2016,01:00 PM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
LecA SENG302,04/04/2016,11:00 AM,04/04/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,05/02/2016,11:00 AM,05/02/2016,01:00 PM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
LecA SENG302,05/09/2016,11:00 AM,05/09/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,05/16/2016,11:00 AM,05/16/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,05/23/2016,11:00 AM,05/23/2016,01:00 PM,"Software Engineering Group Project ::  Filipovic,M", Kirkwood KH07
LecA SENG302,05/30/2016,11:00 AM,05/30/2016,01:00 PM,"Software Engineering Group Project :: Mathews,MM", Kirkwood KH07
LecB SENG302,10/07/2016,09:00 AM,10/07/2016,05:00 PM,Software Engineering Group Project :: No item, Kirkwood KE04
TutA SENG302,02/22/2016,03:00 PM,02/22/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
TutA SENG302,02/29/2016,03:00 PM,02/29/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,03/07/2016,03:00 PM,03/07/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,03/14/2016,03:00 PM,03/14/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,03/21/2016,03:00 PM,03/21/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
TutA SENG302,04/04/2016,03:00 PM,04/04/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,05/02/2016,03:00 PM,05/02/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
TutA SENG302,05/09/2016,03:00 PM,05/09/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,05/16/2016,03:00 PM,05/16/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,05/23/2016,03:00 PM,05/23/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,05/30/2016,03:00 PM,05/30/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
TutA SENG302,07/11/2016,03:00 PM,07/11/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
TutA SENG302,07/18/2016,03:00 PM,07/18/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,07/25/2016,03:00 PM,07/25/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,08/01/2016,03:00 PM,08/01/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,08/08/2016,03:00 PM,08/08/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,08/15/2016,03:00 PM,08/15/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
TutA SENG302,09/05/2016,03:00 PM,09/05/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
TutA SENG302,09/12/2016,03:00 PM,09/12/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,09/19/2016,03:00 PM,09/19/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,09/26/2016,03:00 PM,09/26/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,10/03/2016,03:00 PM,10/03/2016,05:00 PM,"Software Engineering Group Project ::  Churcher,NI",No item
TutA SENG302,10/10/2016,03:00 PM,10/10/2016,05:00 PM,"Software Engineering Group Project :: Young,TJ",No item
ComA SENG365,02/25/2016,03:00 PM,02/25/2016,05:00 PM,"Web Computing Architectures :: Rainer,A", Erskine 136 Lab 4
ComA SENG365,03/03/2016,03:00 PM,03/03/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
ComA SENG365,03/10/2016,03:00 PM,03/10/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
ComA SENG365,03/17/2016,03:00 PM,03/17/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
ComA SENG365,03/24/2016,03:00 PM,03/24/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
ComA SENG365,03/31/2016,03:00 PM,03/31/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
ComA SENG365,04/07/2016,03:00 PM,04/07/2016,05:00 PM,"Web Computing Architectures :: Rainer,A", Erskine 136 Lab 4
ComA SENG365,05/05/2016,03:00 PM,05/05/2016,05:00 PM,"Web Computing Architectures :: Rainer,A", Erskine 136 Lab 4
ComA SENG365,05/12/2016,03:00 PM,05/12/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
ComA SENG365,05/19/2016,03:00 PM,05/19/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
ComA SENG365,05/26/2016,03:00 PM,05/26/2016,05:00 PM,"Web Computing Architectures ::  Young,TJ", Erskine 136 Lab 4
ComA SENG365,06/02/2016,03:00 PM,06/02/2016,05:00 PM,"Web Computing Architectures :: Rainer,A", Erskine 136 Lab 4
LecA SENG365,02/22/2016,01:00 PM,02/22/2016,02:00 PM,"Web Computing Architectures :: Young,TJ", Erskine 031 Lecture Theatre
LecA SENG365,02/29/2016,01:00 PM,02/29/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
LecA SENG365,03/07/2016,01:00 PM,03/07/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
LecA SENG365,03/14/2016,01:00 PM,03/14/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
LecA SENG365,03/21/2016,01:00 PM,03/21/2016,02:00 PM,"Web Computing Architectures :: Young,TJ", Erskine 031 Lecture Theatre
LecA SENG365,04/04/2016,01:00 PM,04/04/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
LecA SENG365,05/02/2016,01:00 PM,05/02/2016,02:00 PM,"Web Computing Architectures :: Young,TJ", Erskine 031 Lecture Theatre
LecA SENG365,05/09/2016,01:00 PM,05/09/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
LecA SENG365,05/16/2016,01:00 PM,05/16/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
LecA SENG365,05/23/2016,01:00 PM,05/23/2016,02:00 PM,"Web Computing Architectures ::  Rainer,A", Erskine 031 Lecture Theatre
LecA SENG365,05/30/2016,01:00 PM,05/30/2016,02:00 PM,"Web Computing Architectures :: Young,TJ", Erskine 031 Lecture Theatre
LecB SENG365,02/25/2016,11:00 AM,02/25/2016,12:00 PM,"Web Computing Architectures :: Young,TJ", A4 Lecture Theatre
LecB SENG365,03/03/2016,11:00 AM,03/03/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
LecB SENG365,03/10/2016,11:00 AM,03/10/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
LecB SENG365,03/17/2016,11:00 AM,03/17/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
LecB SENG365,03/24/2016,11:00 AM,03/24/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
LecB SENG365,03/31/2016,11:00 AM,03/31/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
LecB SENG365,04/07/2016,11:00 AM,04/07/2016,12:00 PM,"Web Computing Architectures :: Young,TJ", A4 Lecture Theatre
LecB SENG365,05/05/2016,11:00 AM,05/05/2016,12:00 PM,"Web Computing Architectures :: Young,TJ", A4 Lecture Theatre
LecB SENG365,05/12/2016,11:00 AM,05/12/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
LecB SENG365,05/19/2016,11:00 AM,05/19/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
LecB SENG365,05/26/2016,11:00 AM,05/26/2016,12:00 PM,"Web Computing Architectures ::  Rainer,A", A4 Lecture Theatre
LecB SENG365,06/02/2016,11:00 AM,06/02/2016,12:00 PM,"Web Computing Architectures :: Young,TJ", A4 Lecture Theatre
TesA SENG365,03/31/2016,05:00 PM,03/31/2016,07:00 PM,Web Computing Architectures :: No item, Erskine 134 Lab 3
